963,13,Campo Do Meio
964,16,Campo Do Tenente
965,24,Campo Erê
966,13,Campo Florido
967,5,Campo Formoso
968,2,Campo Grande
969,12,Campo Grande
970,18,Campo Grande Do Piauí
971,16,Campo Largo
972,18,Campo Largo Do Piauí
973,9,Campo Limpo De Goiás
974,25,Campo Limpo Paulista
975,16,Campo Magro
976,18,Campo Maior
977,16,Campo Mourão
978,21,Campo Novo
979,22,Campo Novo De Rondônia
980,11,Campo Novo Do Parecis
981,20,Campo Redondo
982,11,Campo Verde
983,13,Campos Altos
984,9,Campos Belos
985,21,Campos Borges
986,11,Campos De Júlio
987,25,Campos Do Jordão
988,19,Campos Dos Goytacazes
989,13,Campos Gerais
990,27,Campos Lindos
991,24,Campos Novos
992,25,Campos Novos Paulista
993,6,Campos Sales
994,9,Campos Verdes
995,17,Camutanga
996,13,Cana Verde
997,13,Canaã
998,14,Canaã Dos Carajás
999,25,Cananéia
1000,2,Canapi
1001,5,Canápolis
1002,13,Canápolis
1003,11,Canarana
1004,5,Canarana
1005,25,Canas
1006,18,Canavieira
1007,5,Canavieiras
1008,5,Candeal
1009,5,Candeias
1010,13,Candeias
1011,22,Candeias Do Jamari
1012,21,Candelária
1013,5,Candiba
1014,16,Cândido De Abreu
1015,21,Cândido Godói
1016,10,Cândido Mendes
1017,25,Cândido Mota
1018,25,Cândido Rodrigues
1019,5,Cândido Sales
1020,21,Candiota
1021,16,Candói
1022,21,Canela
1023,24,Canelinha
1024,20,Canguaretama
1025,21,Canguçu
1026,26,Canhoba
1027,17,Canhotinho
1028,6,Canindé
1029,26,Canindé De São Francisco
1030,25,Canitar
1031,21,Canoas
1032,24,Canoinhas
1033,5,Cansanção
1034,23,Cantá
1035,19,Cantagalo
1036,16,Cantagalo
1037,13,Cantagalo
1038,10,Cantanhede
1039,18,Canto Do Buriti
1040,5,Canudos
1041,21,Canudos Do Vale
1042,4,Canutama
1043,14,Capanema
1044,16,Capanema
1045,24,Capão Alto
1046,25,Capão Bonito
1047,21,Capão Bonito Do Sul
1048,21,Capão Da Canoa
1049,21,Capão Do Cipó
1050,21,Capão Do Leão
1051,13,Caparaó
1052,2,Capela
1053,26,Capela
1054,21,Capela De Santana
1055,25,Capela Do Alto
1056,5,Capela Do Alto Alegre
1057,13,Capela Nova
1058,13,Capelinha
1059,13,Capetinga
1060,15,Capim
1061,13,Capim Branco
1062,5,Capim Grosso
1063,13,Capinópolis
1064,24,Capinzal
1065,10,Capinzal Do Norte
1066,6,Capistrano
1067,21,Capitão
1068,13,Capitão Andrade
1069,18,Capitão De Campos
1070,13,Capitão Enéas
1071,18,Capitão Gervásio Oliveira
1072,16,Capitão Leônidas Marques
1073,14,Capitão Poço
1074,13,Capitólio
1075,25,Capivari
1076,24,Capivari De Baixo
1077,21,Capivari Do Sul
1078,1,Capixaba
1079,17,Capoeiras
1080,13,Caputira
1081,21,Caraá
1082,23,Caracaraí
1083,12,Caracol
1084,18,Caracol
1085,25,Caraguatatuba
1086,13,Caraí
1087,5,Caraíbas
1088,16,Carambeí
1089,13,Caranaíba
1090,13,Carandaí
1091,13,Carangola
1092,19,Carapebus
1093,25,Carapicuíba
1094,13,Caratinga
1095,4,Carauari
1096,15,Caraúbas
1097,20,Caraúbas
1098,18,Caraúbas Do Piauí
1099,5,Caravelas
1100,21,Carazinho
1101,13,Carbonita
1102,5,Cardeal Da Silva
1103,25,Cardoso
1104,19,Cardoso Moreira
1105,13,Careaçu
1106,4,Careiro
1107,4,Careiro Da Várzea
1108,8,Cariacica
1109,6,Caridade
1110,18,Caridade Do Piauí
1111,5,Carinhanha
1112,26,Carira
1113,6,Cariré
1114,27,Cariri Do Tocantins
1115,6,Caririaçu
1116,6,Cariús
1117,11,Carlinda
1118,16,Carlópolis
1119,21,Carlos Barbosa
1120,13,Carlos Chagas
1121,21,Carlos Gomes
1122,13,Carmésia
1123,19,Carmo
1124,13,Carmo Da Cachoeira
1125,13,Carmo Da Mata
1126,13,Carmo De Minas
1127,13,Carmo Do Cajuru
1128,13,Carmo Do Paranaíba
1129,13,Carmo Do Rio Claro
1130,9,Carmo Do Rio Verde
1131,27,Carmolândia
1132,26,Carmópolis
1133,13,Carmópolis De Minas
1134,17,Carnaíba
1135,20,Carnaúba Dos Dantas
1136,20,Carnaubais
1137,6,Carnaubal
1138,17,Carnaubeira Da Penha
1139,13,Carneirinho
1140,2,Carneiros
1141,23,Caroebe
1142,10,Carolina
1143,17,Carpina
1144,13,Carrancas
1145,15,Carrapateira
1146,27,Carrasco Bonito
1147,17,Caruaru
1148,10,Carutapera
1149,13,Carvalhópolis
1150,13,Carvalhos
1151,25,Casa Branca
1152,13,Casa Grande
1153,5,Casa Nova
1154,21,Casca
1155,13,Cascalho Rico
1156,6,Cascavel
1157,16,Cascavel
1158,27,Caseara
1159,21,Caseiros
1160,19,Casimiro De Abreu
1161,17,Casinhas
1162,15,Casserengue
1163,13,Cássia
1164,25,Cássia Dos Coqueiros
1165,12,Cassilândia
1166,14,Castanhal
1167,11,Castanheira
1168,22,Castanheiras
1169,9,Castelândia
1170,8,Castelo
1171,18,Castelo Do Piauí
1172,25,Castilho
1173,16,Castro
1174,5,Castro Alves
1175,13,Cataguases
1176,9,Catalão
1177,25,Catanduva
1178,24,Catanduvas
1179,16,Catanduvas
1180,6,Catarina
1181,13,Catas Altas
